"cTribMun";"xTribMun";"Alíquota";"cTribNac";"xTribNac";
"1510";"15.10 - Serviços relacionados a cobranças, recebimentos ou pagamentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento; fornecimento de posição de cobrança, recebimento ou pagamento; emissão de carnês, fichas de compensação, impressos e documentos em geral.";"5%";"151001";"Serviços relacionados a cobranças em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento.";
"1510";"15.10 - Serviços relacionados a cobranças, recebimentos ou pagamentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento; fornecimento de posição de cobrança, recebimento ou pagamento; emissão de carnês, fichas de compensação, impressos e documentos em geral.";"5%";"151002";"Serviços relacionados a recebimentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento.";
"1510";"15.10 - Serviços relacionados a cobranças, recebimentos ou pagamentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento; fornecimento de posição de cobrança, recebimento ou pagamento; emissão de carnês, fichas de compensação, impressos e documentos em geral.";"5%";"151003";"Serviços relacionados a pagamentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento.";
"1510";"15.10 - Serviços relacionados a cobranças, recebimentos ou pagamentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento; fornecimento de posição de cobrança, recebimento ou pagamento; emissão de carnês, fichas de compensação, impressos e documentos em geral.";"5%";"151004";"Serviços relacionados a fornecimento de posição de cobrança, recebimento ou pagamento.";
"1510";"15.10 - Serviços relacionados a cobranças, recebimentos ou pagamentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento; fornecimento de posição de cobrança, recebimento ou pagamento; emissão de carnês, fichas de compensação, impressos e documentos em geral.";"5%";"151005";"Serviços relacionados a emissão de carnês, fichas de compensação, impressos e documentos em geral.";
"1511";"15.11 - Devolução de títulos, protesto de títulos, sustação de protesto, manutenção de títulos, reapresentação de títulos, e demais serviços a eles relacionados.";"5%";"151101";"Devolução de títulos, protesto de títulos, sustação de protesto, manutenção de títulos, reapresentação de títulos, e demais serviços a eles relacionados.";
"1512";"15.12 - Custódia em geral, inclusive de títulos e valores mobiliários.";"5%";"151201";"Custódia em geral, inclusive de títulos e valores mobiliários.";
"1513";"15.13 - Serviços relacionados a operações de câmbio em geral, edição, alteração, prorrogação, cancelamento e baixa de contrato de câmbio; emissão de registro de exportação ou de crédito; cobrança ou depósito no exterior; emissão, fornecimento e cancelamento de cheques de viagem; fornecimento, transferência, cancelamento e demais serviços relativos a carta de crédito de importação, exportação e garantias recebidas; envio e recebimento de mensagens em geral relacionadas a operações de câmbio.";"5%";"151301";"Serviços relacionados a operações de câmbio em geral, edição, alteração, prorrogação, cancelamento e baixa de contrato de câmbio.";
"1513";"15.13 - Serviços relacionados a operações de câmbio em geral, edição, alteração, prorrogação, cancelamento e baixa de contrato de câmbio; emissão de registro de exportação ou de crédito; cobrança ou depósito no exterior; emissão, fornecimento e cancelamento de cheques de viagem; fornecimento, transferência, cancelamento e demais serviços relativos a carta de crédito de importação, exportação e garantias recebidas; envio e recebimento de mensagens em geral relacionadas a operações de câmbio.";"5%";"151302";"Serviços relacionados a emissão de registro de exportação ou de crédito.";
"1513";"15.13 - Serviços relacionados a operações de câmbio em geral, edição, alteração, prorrogação, cancelamento e baixa de contrato de câmbio; emissão de registro de exportação ou de crédito; cobrança ou depósito no exterior; emissão, fornecimento e cancelamento de cheques de viagem; fornecimento, transferência, cancelamento e demais serviços relativos a carta de crédito de importação, exportação e garantias recebidas; envio e recebimento de mensagens em geral relacionadas a operações de câmbio.";"5%";"151303";"Serviços relacionados a cobrança ou depósito no exterior.";
"1513";"15.13 - Serviços relacionados a operações de câmbio em geral, edição, alteração, prorrogação, cancelamento e baixa de contrato de câmbio; emissão de registro de exportação ou de crédito; cobrança ou depósito no exterior; emissão, fornecimento e cancelamento de cheques de viagem; fornecimento, transferência, cancelamento e demais serviços relativos a carta de crédito de importação, exportação e garantias recebidas; envio e recebimento de mensagens em geral relacionadas a operações de câmbio.";"5%";"151304";"Serviços relacionados a emissão, fornecimento e cancelamento de cheques de viagem.";
"1513";"15.13 - Serviços relacionados a operações de câmbio em geral, edição, alteração, prorrogação, cancelamento e baixa de contrato de câmbio; emissão de registro de exportação ou de crédito; cobrança ou depósito no exterior; emissão, fornecimento e cancelamento de cheques de viagem; fornecimento, transferência, cancelamento e demais serviços relativos a carta de crédito de importação, exportação e garantias recebidas; envio e recebimento de mensagens em geral relacionadas a operações de câmbio.";"5%";"151305";"Serviços relacionados a fornecimento, transferência, cancelamento e demais serviços relativos a carta de crédito de importação, exportação e garantias recebidas.";
"1513";"15.13 - Serviços relacionados a operações de câmbio em geral, edição, alteração, prorrogação, cancelamento e baixa de contrato de câmbio; emissão de registro de exportação ou de crédito; cobrança ou depósito no exterior; emissão, fornecimento e cancelamento de cheques de viagem; fornecimento, transferência, cancelamento e demais serviços relativos a carta de crédito de importação, exportação e garantias recebidas; envio e recebimento de mensagens em geral relacionadas a operações de câmbio.";"5%";"151306";"Serviços relacionados a envio e recebimento de mensagens em geral relacionadas a operações de câmbio.";
"1514";"15.14 - Fornecimento, emissão, reemissão, renovação e manutenção de cartão magnético, cartão de crédito, cartão de débito, cartão salário e congêneres.";"5%";"151401";"Fornecimento, emissão, reemissão de cartão magnético, cartão de crédito, cartão de débito, cartão salário e congêneres.";
"1514";"15.14 - Fornecimento, emissão, reemissão, renovação e manutenção de cartão magnético, cartão de crédito, cartão de débito, cartão salário e congêneres.";"5%";"151402";"Renovação de cartão magnético, cartão de crédito, cartão de débito, cartão salário e congêneres.";
"1514";"15.14 - Fornecimento, emissão, reemissão, renovação e manutenção de cartão magnético, cartão de crédito, cartão de débito, cartão salário e congêneres.";"5%";"151403";"Manutenção de cartão magnético, cartão de crédito, cartão de débito, cartão salário e congêneres.";
"1515";"15.15 - Compensação de cheques e títulos quaisquer; serviços relacionados a depósito, inclusive depósito identificado, a saque de contas quaisquer, por qualquer meio ou processo, inclusive em terminais eletrônicos e de atendimento.";"5%";"151501";"Compensação de cheques e títulos quaisquer.";
"1515";"15.15 - Compensação de cheques e títulos quaisquer; serviços relacionados a depósito, inclusive depósito identificado, a saque de contas quaisquer, por qualquer meio ou processo, inclusive em terminais eletrônicos e de atendimento.";"5%";"151502";"Serviços relacionados a depósito, inclusive depósito identificado, a saque de contas quaisquer, por qualquer meio ou processo, inclusive em terminais eletrônicos e de atendimento.";
"1516";"15.16 - Emissão, reemissão, liquidação, alteração, cancelamento e baixa de ordens de pagamento, ordens de crédito e similares, por qualquer meio ou processo; serviços relacionados à transferência de valores, dados, fundos, pagamentos e similares, inclusive entre contas em geral.";"5%";"151601";"Emissão, reemissão, liquidação, alteração, cancelamento e baixa de ordens de pagamento, ordens de crédito e similares, por qualquer meio ou processo.";
"1516";"15.16 - Emissão, reemissão, liquidação, alteração, cancelamento e baixa de ordens de pagamento, ordens de crédito e similares, por qualquer meio ou processo; serviços relacionados à transferência de valores, dados, fundos, pagamentos e similares, inclusive entre contas em geral.";"5%";"151602";"Serviços relacionados à transferência de valores, dados, fundos, pagamentos e similares, inclusive entre contas em geral.";
"1517";"15.17 - Emissão, fornecimento, devolução, sustação, cancelamento e oposição de cheques quaisquer, avulso ou por talão.";"5%";"151701";"Emissão e fornecimento de cheques quaisquer, avulso ou por talão.";
"1517";"15.17 - Emissão, fornecimento, devolução, sustação, cancelamento e oposição de cheques quaisquer, avulso ou por talão.";"5%";"151702";"Devolução de cheques quaisquer, avulso ou por talão.";
"1517";"15.17 - Emissão, fornecimento, devolução, sustação, cancelamento e oposição de cheques quaisquer, avulso ou por talão.";"5%";"151703";"Sustação, cancelamento e oposição de cheques quaisquer, avulso ou por talão.";
"1518";"15.18 - Serviços relacionados a crédito imobiliário, avaliação e vistoria de imóvel ou obra, análise técnica e jurídica, emissão, reemissão, alteração, transferência e renegociação de contrato, emissão e reemissão do termo de quitação e demais serviços relacionados a crédito imobiliário.";"5%";"151801";"Serviços relacionados a crédito imobiliário, de avaliação e vistoria de imóvel ou obra.";
"1518";"15.18 - Serviços relacionados a crédito imobiliário, avaliação e vistoria de imóvel ou obra, análise técnica e jurídica, emissão, reemissão, alteração, transferência e renegociação de contrato, emissão e reemissão do termo de quitação e demais serviços relacionados a crédito imobiliário.";"5%";"151802";"Serviços relacionados a crédito imobiliário, de análise técnica e jurídica.";
"1518";"15.18 - Serviços relacionados a crédito imobiliário, avaliação e vistoria de imóvel ou obra, análise técnica e jurídica, emissão, reemissão, alteração, transferência e renegociação de contrato, emissão e reemissão do termo de quitação e demais serviços relacionados a crédito imobiliário.";"5%";"151803";"Serviços relacionados a crédito imobiliário, de emissão, reemissão, alteração, transferência e renegociação de contrato.";
"1518";"15.18 - Serviços relacionados a crédito imobiliário, avaliação e vistoria de imóvel ou obra, análise técnica e jurídica, emissão, reemissão, alteração, transferência e renegociação de contrato, emissão e reemissão do termo de quitação e demais serviços relacionados a crédito imobiliário.";"5%";"151804";"Serviços relacionados a crédito imobiliário, de emissão e reemissão do termo de quitação.";
"1518";"15.18 - Serviços relacionados a crédito imobiliário, avaliação e vistoria de imóvel ou obra, análise técnica e jurídica, emissão, reemissão, alteração, transferência e renegociação de contrato, emissão e reemissão do termo de quitação e demais serviços relacionados a crédito imobiliário.";"5%";"151805";"Demais serviços relacionados a crédito imobiliário.";
"1601";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";"5%";"160101";"Serviços de transporte coletivo municipal rodoviário de passageiros.";
"1601";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";"5%";"160102";"Serviços de transporte coletivo municipal metroviário de passageiros.";
"1601";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";"5%";"160103";"Serviços de transporte coletivo municipal ferroviário de passageiros.";
"1601";"16.01 - Serviços de transporte coletivo municipal rodoviário, metroviário, ferroviário e aquaviário de passageiros.";"5%";"160104";"Serviços de transporte coletivo municipal aquaviário de passageiros.";
"1602";"16.02 - Outros serviços de transporte de natureza municipal.";"5%";"160201";"Outros serviços de transporte de natureza municipal.";
"1701";"17.01 - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.";"5%";"170101";"Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista.";
"1701";"17.01 - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.";"5%";"170102";"Análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.";
"17011";"17.01 - Uniprofissional (Acima de 3 sócios) - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares";"0%";"170101";"Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista.";
"17011";"17.01 - Uniprofissional (Acima de 3 sócios) - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares";"0%";"170102";"Análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.";
"17012";"17.01 - Uniprofissional (Até 3 sócios) - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares";"0%";"170101";"Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista.";
"17012";"17.01 - Uniprofissional (Até 3 sócios) - Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares";"0%";"170102";"Análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares.";
"1702";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";"5%";"170201";"Datilografia, digitação, estenografia e congêneres.";
"1702";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";"5%";"170202";"Expediente, secretaria em geral, apoio e infra-estrutura administrativa e congêneres.";
"1702";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";"5%";"170203";"Resposta audível e congêneres.";
"1702";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";"5%";"170204";"Redação, edição, revisão e congêneres.";
"1702";"17.02 - Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres.";"5%";"170205";"Interpretação, tradução e congêneres.";
"1703";"17.03 - Planejamento, coordenação, programação ou organização técnica, financeira ou administrativa.";"5%";"170301";"Planejamento, coordenação, programação ou organização técnica.";
"1703";"17.03 - Planejamento, coordenação, programação ou organização técnica, financeira ou administrativa.";"5%";"170302";"Planejamento, coordenação, programação ou organização financeira.";
"1703";"17.03 - Planejamento, coordenação, programação ou organização técnica, financeira ou administrativa.";"5%";"170303";"Planejamento, coordenação, programação ou organização administrativa.";
"1704";"17.04 - Recrutamento, agenciamento, seleção e colocação de mão-de-obra.";"5%";"170401";"Recrutamento, agenciamento, seleção e colocação de mão-de-obra.";
"1705";"17.05 - Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários, contratados pelo prestador de serviço.";"5%";"170501";"Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários, contratados pelo prestador de serviço.";
"1706";"17.06 - Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de desenhos, textos e demais materiais publicitários.";"5%";"170601";"Propaganda e publicidade, inclusive promoção de vendas, planejamento de campanhas ou sistemas de publicidade, elaboração de desenhos, textos e demais materiais publicitários.";
"1708";"17.08 - Franquia (franchising).";"5%";"170801";"Franquia (franchising).";
"1709";"17.09 - Perícias, laudos, exames técnicos e análises técnicas.";"5%";"170901";"Perícias, laudos, exames técnicos e análises técnicas.";
"1710";"17.10 - Planejamento, organização e administração de feiras, exposições, congressos e congêneres.";"5%";"171001";"Planejamento, organização e administração de feiras, exposições, e congêneres.";
"1710";"17.10 - Planejamento, organização e administração de feiras, exposições, congressos e congêneres.";"5%";"171002";"Planejamento, organização e administração de congressos e congêneres.";
"1711";"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS).";"5%";"171101";"Organização de festas e recepções.";
"1711";"17.11 - Organização de festas e recepções; bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS).";"5%";"171102";"Bufê (exceto o fornecimento de alimentação e bebidas, que fica sujeito ao ICMS).";
"1712";"17.12 - Administração em geral, inclusive de bens e negócios de terceiros.";"5%";"171201";"Administração em geral, inclusive de bens e negócios de terceiros.";
"1713";"17.13 - Leilão e congêneres.";"5%";"171301";"Leilão e congêneres.";
"1714";"17.14 - Advocacia.";"5%";"171401";"Advocacia";
"17141";"17.14 - Uniprofissional (Acima de 3 sócios) - Advocacia";"0%";"171401";"Advocacia";
"17142";"17.14 - Uniprofissional (Até 3 sócios) - Advocacia";"0%";"171401";"Advocacia";
"1715";"17.15 - Arbitragem de qualquer espécie, inclusive jurídica.";"5%";"171501";"Arbitragem de qualquer espécie, inclusive jurídica.";
"1716";"17.16 - Auditoria.";"5%";"171601";"Auditoria.";
"17161";"17.16 - Uniprofissional (Acima de 3 sócios) - Auditoria";"0%";"171601";"Auditoria.";
"17162";"17.16 - Uniprofissional (Até 3 sócios) - Auditoria";"0%";"171601";"Auditoria.";
"1717";"17.17 - Análise de Organização e Métodos.";"5%";"171701";"Análise de Organização e Métodos.";
"1718";"17.18 - Atuária e cálculos técnicos de qualquer natureza.";"5%";"171801";"Atuária e cálculos técnicos de qualquer natureza.";
"1719";"17.19 - Contabilidade, inclusive serviços técnicos e auxiliares.";"5%";"171901";"Contabilidade, inclusive serviços técnicos e auxiliares.";
"17191";"17.19 - Uniprofissional (Acima de 3 sócios) - Contabilidade, inclusive serviços técnicos e auxiliares";"0%";"171901";"Contabilidade, inclusive serviços técnicos e auxiliares.";
"17192";"17.19 - Uniprofissional (Até 3 sócios) - Contabilidade, inclusive serviços técnicos e auxiliares";"0%";"171901";"Contabilidade, inclusive serviços técnicos e auxiliares.";
"1720";"17.20 - Consultoria e assessoria econômica ou financeira.";"5%";"172001";"Consultoria e assessoria econômica ou financeira.";
"17200";"17.20 - Consultoria e assessoria econômica ou financeira.";"5%";"172001";"Consultoria e assessoria econômica ou financeira.";
"17201";"17.20 - Uniprofissional (Acima de 3 sócios) - Consultoria e assessoria econômica ou financeira";"0%";"172001";"Consultoria e assessoria econômica ou financeira.";
"17202";"17.20 - Uniprofissional (Até 3 sócios) - Consultoria e assessoria econômica ou financeira";"0%";"172001";"Consultoria e assessoria econômica ou financeira.";
"1721";"17.21 - Estatística.";"5%";"172101";"Estatística.";
"1722";"17.22 - Cobrança em geral.";"5%";"172201";"Cobrança em geral.";
"1723";"17.23 - Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a receber ou a pagar e em geral, relacionados a operações de faturização (factoring).";"5%";"172301";"Assessoria, análise, avaliação, atendimento, consulta, cadastro, seleção, gerenciamento de informações, administração de contas a receber ou a pagar e em geral, relacionados a operações de faturização (factoring).";
"1724";"17.24 - Apresentação de palestras, conferências, seminários e congêneres.";"5%";"172401";"Apresentação de palestras, conferências, seminários e congêneres.";
"1725";"17.25 - Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita).";"5%";"172501";"Inserção de textos, desenhos e outros materiais de propaganda e publicidade, em qualquer meio (exceto em livros, jornais, periódicos e nas modalidades de serviços de radiodifusão sonora e de sons e imagens de recepção livre e gratuita).";
"1801";"18.01 - Serviços de regulação de sinistros vinculados a contratos de seguros; inspeção e avaliação de riscos para cobertura de contratos de seguros; prevenção e gerência de riscos seguráveis e congêneres.";"5%";"180101";"Serviços de regulação de sinistros vinculados a contratos de seguros e congêneres.";
"1801";"18.01 - Serviços de regulação de sinistros vinculados a contratos de seguros; inspeção e avaliação de riscos para cobertura de contratos de seguros; prevenção e gerência de riscos seguráveis e congêneres.";"5%";"180102";"Serviços de inspeção e avaliação de riscos para cobertura de contratos de seguros e congêneres.";
"1801";"18.01 - Serviços de regulação de sinistros vinculados a contratos de seguros; inspeção e avaliação de riscos para cobertura de contratos de seguros; prevenção e gerência de riscos seguráveis e congêneres.";"5%";"180103";"Serviços de prevenção e gerência de riscos seguráveis e congêneres.";
"1901";"19.01 - Serviços de distribuição e venda de bilhetes e demais produtos de loteria, bingos, cartões, pules ou cupons de apostas, sorteios, prêmios, inclusive os decorrentes de títulos de capitalização e congêneres.";"5%";"190101";"Serviços de distribuição e venda de bilhetes e demais produtos de loteria, cartões, pules ou cupons de apostas, sorteios, prêmios, inclusive os decorrentes de títulos de capitalização e congêneres.";
"1901";"19.01 - Serviços de distribuição e venda de bilhetes e demais produtos de loteria, bingos, cartões, pules ou cupons de apostas, sorteios, prêmios, inclusive os decorrentes de títulos de capitalização e congêneres.";"5%";"190102";"Serviços de distribuição e venda de bingos e congêneres.";
"2001";"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres.";"5%";"200101";"Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres. (prestado em terra)";
"2001";"20.01 - Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres.";"5%";"200102";"Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres. (prestado em águas marinhas)";
"2002";"20.02 - Serviços aeroportuários, utilização de aeroporto, movimentação de passageiros, armazenagem de qualquer natureza, capatazia, movimentação de aeronaves, serviços de apoio aeroportuários, serviços acessórios, movimentação de mercadorias, logística e congêneres.";"5%";"200201";"Serviços aeroportuários, utilização de aeroporto, movimentação de passageiros, armazenagem de qualquer natureza, capatazia, movimentação de aeronaves, serviços de apoio aeroportuários, serviços acessórios, movimentação de mercadorias, logística e congêneres.";
"2003";"20.03 - Serviços de terminais rodoviários, ferroviários, metroviários, movimentação de passageiros, mercadorias, inclusive suas operações, logística e congêneres.";"5%";"200301";"Serviços de terminais rodoviários, ferroviários, metroviários, movimentação de passageiros, mercadorias, inclusive suas operações, logística e congêneres.";
"201";"02.01 - Serviços de pesquisas e desenvolvimento de qualquer natureza.";"5%";"020101";"Serviços de pesquisas e desenvolvimento de qualquer natureza.";
"2101";"21.01 - Serviços de registros públicos, cartorários e notariais.";"5%";"210101";"Serviços de registros públicos, cartorários e notariais.";
"2201";"22.01 - Serviços de exploração de rodovia mediante cobrança de preço ou pedágio dos usuários, envolvendo execução de serviços de conservação, manutenção, melhoramentos para adequação de capacidade e segurança de trânsito, operação, monitoração, assistência aos usuários e outros serviços definidos em contratos, atos de concessão ou de permissão ou em normas oficiais.";"5%";"220101";"Serviços de exploração de rodovia mediante cobrança de preço ou pedágio dos usuários, envolvendo execução de serviços de conservação, manutenção, melhoramentos para adequação de capacidade e segurança de trânsito, operação, monitoração, assistência aos usuários e outros serviços definidos em contratos, atos de concessão ou de permissão ou em normas oficiais.";
"2301";"23.01 - Serviços de programação e comunicação visual, desenho industrial e congêneres.";"5%";"230101";"Serviços de programação e comunicação visual e congêneres.";
"2301";"23.01 - Serviços de programação e comunicação visual, desenho industrial e congêneres.";"5%";"230102";"Serviços de desenho industrial e congêneres.";
"2401";"24.01 - Serviços de chaveiros, confecção de carimbos, placas, sinalização visual, banners, adesivos e congêneres.";"5%";"240101";"Serviços de chaveiros, confecção de carimbos e congêneres.";
"2401";"24.01 - Serviços de chaveiros, confecção de carimbos, placas, sinalização visual, banners, adesivos e congêneres.";"5%";"240102";"Serviços de placas, sinalização visual, banners, adesivos e congêneres.";
"2501";"25.01 - Funerais, inclusive fornecimento de caixão, urna ou esquifes; aluguel de capela; transporte do corpo cadavérico; fornecimento de flores, coroas e outros paramentos; desembaraço de certidão de óbito; fornecimento de véu, essa e outros adornos; embalsamento, embelezamento, conservação ou restauração de cadáveres.";"5%";"250101";"Funerais, inclusive fornecimento de caixão, urna ou esquifes; aluguel de capela; transporte do corpo cadavérico; fornecimento de flores, coroas e outros paramentos; desembaraço de certidão de óbito; fornecimento de véu, essa e outros adornos; embalsamento, embelezamento, conservação ou restauração de cadáveres.";
"2502";"25.02 - Translado intramunicipal e cremação de corpos e partes de corpos cadavéricos.";"5%";"250201";"Translado intramunicipal de corpos e partes de corpos cadavéricos.";
"2502";"25.02 - Translado intramunicipal e cremação de corpos e partes de corpos cadavéricos.";"5%";"250202";"Cremação de corpos e partes de corpos cadavéricos.";
"2503";"25.03 - Planos ou convênio funerários.";"2%";"250301";"Planos ou convênio funerários.";
"2504";"25.04 - Manutenção e conservação de jazigos e cemitérios.";"5%";"250401";"Manutenção e conservação de jazigos e cemitérios.";
"2505";"25.05 - Cessão de uso de espaços em cemitérios para sepultamento.";"5%";"250501";"Cessão de uso de espaços em cemitérios para sepultamento.";
"2601";"26.01 - Serviços de coleta, remessa ou entrega de correspondências, documentos, objetos, bens ou valores, inclusive pelos correios e suas agências franqueadas; courrier e congêneres.";"5%";"260101";"Serviços de coleta, remessa ou entrega de correspondências, documentos, objetos, bens ou valores, inclusive pelos correios e suas agências franqueadas.";
"2601";"26.01 - Serviços de coleta, remessa ou entrega de correspondências, documentos, objetos, bens ou valores, inclusive pelos correios e suas agências franqueadas; courrier e congêneres.";"5%";"260102";"Serviços de courrier e congêneres.";
"2701";"27.01 - Serviços de assistência social.";"5%";"270101";"Serviços de assistência social.";
"2801";"28.01 - Serviços de avaliação de bens e serviços de qualquer natureza.";"5%";"280101";"Serviços de avaliação de bens e serviços de qualquer natureza.";
"2901";"29.01 - Serviços de biblioteconomia.";"5%";"290101";"Serviços de biblioteconomia.";
"3001";"30.01 - Serviços de biologia, biotecnologia e química.";"5%";"300101";"Serviços de biologia e biotecnologia.";
"3001";"30.01 - Serviços de biologia, biotecnologia e química.";"5%";"300102";"Serviços de química.";
"302";"03.02 - Cessão de direito de uso de marcas e de sinais de propaganda.";"5%";"030201";"Cessão de direito de uso de marcas e de sinais de propaganda.";
"303";"03.03 - Exploração de salões de festas, centro de convenções, escritórios virtuais, stands, quadras esportivas, estádios, ginásios, auditórios, casas de espetáculos, parques de diversões, canchas e congêneres, para realização de eventos ou negócios de qualquer natureza.";"5%";"030301";"Exploração de salões de festas, centro de convenções, stands e congêneres, para realização de eventos ou negócios de qualquer natureza.";
"303";"03.03 - Exploração de salões de festas, centro de convenções, escritórios virtuais, stands, quadras esportivas, estádios, ginásios, auditórios, casas de espetáculos, parques de diversões, canchas e congêneres, para realização de eventos ou negócios de qualquer natureza.";"5%";"030302";"Exploração de escritórios virtuais e congêneres, para realização de eventos ou negócios de qualquer natureza.";
"303";"03.03 - Exploração de salões de festas, centro de convenções, escritórios virtuais, stands, quadras esportivas, estádios, ginásios, auditórios, casas de espetáculos, parques de diversões, canchas e congêneres, para realização de eventos ou negócios de qualquer natureza.";"5%";"030303";"Exploração de quadras esportivas, estádios, ginásios, canchas e congêneres, para realização de eventos ou negócios de qualquer natureza.";
